ncols	8																		
nrows	8																		
xllcorner	457900																		
yllcorner	5716800																		
cellsize	100																		
NODATA_value	-9999																		
2138	2144	2163	2198	2234	2259	2290	2335
2166	2188	2207	2231	2284	2323	2366	2363
2211	2241	2277	2312	2348	2379	2394	2364
2284	2314	2341	2364	2374	2372	2372	2338
2334	2345	2347	2346	2347	2351	2355	2313
2319	2319	2322	2328	2333	2339	2339	2285
2304	2306	2310	2316	2321	2326	2323	2277
2293	2296	2300	2304	2308	2314	2312	2273
