Year Number,Cell Numbers
1,36,37,51,54,60,83,116,128,158,161,175,177,196,203,243,253,268,313,333,348,357,363,365,372,450,467,476,525,547,565,579,601,610,616,676,718,719,721,725,730,770,790,792,800,812,859,871,875,886,893,904,911,928,941,987,993,999,1015,1034,1068,1125,1204,1221,1275,1281,1313,1328,1343,1350,1406,1411,1424,1429,1432,1437,1445,1533,1543,1554,1562,1589
