Year Number,Cell Numbers
1,54,60,83,114,128,159,167,175,180,216,217,220,253,294,311,363,370,372,381,405,435,450,453,467,504,547,555,579,601,616,675,676,716,718,725,730,739,767,770,780,792,812,834,875,886,904,929,964,969,987,992,999,1068,1085,1125,1126,1221,1232,1263,1275,1281,1282,1284,1328,1341,1350,1369,1394,1406,1411,1413,1424,1429,1430,1445,1449,1454,1462,1500,1533,1543
