Year Number,Cell Numbers
1,37,40,83,126,128,175,203,206,213,253,258,262,268,286,325,348,356,363,391,404,405,432,450,467,517,547,555,573,579,586,601,616,676,679,701,718,722,725,730,739,770,780,792,812,859,880,885,891,893,929,992,999,1030,1034,1054,1068,1085,1092,1125,1146,1221,1275,1282,1292,1328,1343,1350,1402,1406,1411,1413,1426,1429,1444,1449,1493,1512,1531,1533,1543,1562
