Year Number,Cell Numbers
1,18,31,60,83,90,116,128,152,159,180,253,307,313,319,331,348,363,372,388,429,446,464,467,517,548,559,676,707,718,725,749,752,765,770,792,812,850,908,921,929,955,975,987,989,993,1007,1056,1068,1077,1085,1092,1095,1125,1134,1146,1163,1221,1242,1259,1264,1275,1281,1314,1350,1351,1353,1362,1366,1368,1406,1411,1412,1429,1442,1454,1478,1495,1533,1542,1543,1583
