Year Number,Cell Numbers
1,36,54,60,83,116,123,128,159,169,173,175,203,216,278,286,294,313,325,356,363,372,435,450,462,467,477,517,554,573,576,579,586,601,616,675,676,679,718,728,792,812,835,842,859,875,888,929,987,992,1015,1030,1034,1068,1085,1125,1131,1145,1191,1221,1232,1233,1238,1275,1277,1284,1311,1313,1328,1350,1377,1402,1406,1411,1424,1429,1454,1477,1493,1533,1543,1569
