Year Number,Cell Numbers
1,36,60,83,112,114,116,128,158,161,169,175,203,220,286,295,325,330,354,363,438,450,467,517,547,554,555,579,586,615,616,676,716,718,721,725,730,770,773,782,792,812,875,901,922,923,929,963,964,969,987,992,996,1010,1068,1092,1105,1125,1158,1205,1232,1275,1281,1328,1350,1394,1395,1402,1406,1411,1424,1429,1430,1439,1453,1454,1462,1481,1533,1543,1569,1580
