Year Number,Cell Numbers
1,83,114,123,246,254,294,330,356,362,391,448,450,467,496,536,537,554,563,573,578,579,595,610,652,675,694,698,703,717,718,721,725,785,792,803,807,812,816,831,835,858,875,885,905,929,932,972,984,987,992,1027,1034,1068,1087,1118,1119,1120,1125,1126,1129,1149,1153,1165,1175,1176,1204,1233,1260,1275,1321,1350,1406,1411,1429,1430,1494,1514,1533,1543,1569,1583
