Year Number,Cell Numbers
1,20,38,60,73,83,118,128,234,294,318,325,328,330,340,360,373,405,442,450,451,467,476,512,573,576,578,579,585,599,601,608,635,656,676,679,701,715,718,725,762,792,804,812,813,834,870,879,886,906,923,925,929,938,961,999,1018,1034,1050,1068,1125,1175,1214,1229,1230,1240,1244,1256,1275,1299,1302,1311,1350,1406,1413,1429,1449,1462,1467,1483,1494,1554
