Year Number,Cell Numbers
1,45,53,74,83,84,134,216,233,295,311,353,356,380,393,435,445,450,451,467,542,554,555,561,580,601,618,655,676,707,710,718,734,772,788,792,812,822,879,918,923,939,964,970,987,999,1039,1041,1068,1085,1089,1113,1125,1139,1148,1202,1221,1232,1275,1281,1311,1315,1350,1356,1365,1384,1402,1406,1411,1419,1422,1429,1437,1439,1462,1487,1503,1533,1559,1575,1584,1599
