Year Number,Cell Numbers
1,37,83,92,128,136,158,175,216,253,268,275,286,295,296,313,329,348,356,363,372,381,435,450,467,504,517,547,579,601,610,616,622,675,676,716,718,721,722,725,730,739,770,788,790,812,829,834,875,885,891,912,929,969,987,992,993,999,1068,1085,1125,1221,1232,1275,1281,1282,1313,1322,1328,1350,1406,1411,1413,1424,1429,1430,1439,1454,1455,1533,1543,1550
