Year Number,Cell Numbers
1,13,15,17,31,33,37,39,51,52,53,54,55,56,60,72,74,77,79,80,91,92,93,94,95,97,98,99,100,111,112,114,117,131,132,133,135,136,137,138,139,154,156,157,158,173,174,175,177,178,179,180,191,193,194,196,198,200,202,203,204,205,214,215,216,219,220,227,230,231,233,239,242,243,244,247,249,250,255,256,257,265,267,269,270,271,274,276,277,280,281,282,284,285,286,291,292,293,294,297,299,302,303,305,307,309,311,315,318,319,321,323,324,325,327,329,330,331,332,335,337,338,341,342,345,347,348,350,353,356,357,358,362,364,365,366,367,368,375,377,378,382,384,389,391,393,395
