Year Number,Cell Numbers
1,14,19,20,32,33,36,38,40,51,53,54,56,59,60,71,74,78,91,93,96,98,99,100,111,113,114,116,119,120,131,134,137,138,151,153,157,158,176,192,194,195,198,202,203,204,205,206,208,209,213,215,216,218,220,222,223,224,227,228,229,231,232,234,235,236,237,238,241,242,244,245,246,248,249,250,251,257,259,260,265,272,276,277,278,282,283,284,285,289,290,293,294,296,297,299,300,301,302,304,306,308,310,315,316,317,318,322,323,326,329,331,332,334,339,341,342,343,344,345,346,348,351,352,357,358,359,360,363,365,368,371,372,373,377,378,379,381,382,385,386,388,390,391,392,393,394,395,396,398,400
