Year Number,Cell Numbers
1,11,12,13,14,15,16,17,18,19,20,51,52,53,54,55,56,57,58,59,60,91,92,93,94,95,96,97,98,99,100,131,132,133,134,135,136,137,138,139,140,171,172,173,174,175,176,177,178,179,180,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380
