Year Number,Cell Numbers
1,12,31,32,34,36,38,40,72,74,76,78,80,92,111,112,114,116,118,120,152,154,156,158,160,173,192,193,194,196,198,200,203,207,222,223,224,226,227,228,230,232,234,236,238,240,249,262,264,266,268,269,270,272,274,276,278,280,284,302,303,304,306,308,310,312,314,316,318,320,342,344,346,348,350,352,354,356,358,360,375,382,384,386,388,390,392,394,395,396,398,400
