Year Number,Cell Numbers
1,11,12,13,14,16,17,18,31,33,35,36,38,39,51,53,55,56,57,73,74,76,92,93,94,97,99,114,116,119,120,132,134,135,139,151,153,154,155,156,158,160,172,175,178,179,180,193,195,201,204,205,206,208,212,218,221,225,226,227,228,231,232,233,236,237,238,239,242,243,244,248,250,254,255,256,258,260,261,262,263,264,265,267,270,271,274,275,276,277,278,281,283,285,288,290,294,296,300,301,302,305,307,308,309,310,312,314,321,323,325,326,328,329,330,331,332,334,337,339,340,345,346,350,351,353,354,355,358,359,360,363,364,366,367,370,371,374,375,376,382,384,389,390,391,396,398,399
