Year Number,Cell Numbers
1,11,12,13,16,18,19,20,31,32,33,34,36,37,38,39,40,51,53,57,58,71,73,74,75,78,80,91,92,97,99,113,116,117,119,120,131,132,136,138,140,153,154,155,156,157,158,159,172,173,175,178,191,192,193,194,195,196,197,198,199,200,201,206,208,209,211,212,214,215,217,220,223,224,228,230,232,233,235,236,238,241,242,244,245,246,247,248,250,252,253,254,255,259,261,263,264,266,267,270,271,274,275,278,279,284,285,286,290,291,294,295,298,299,302,303,304,305,306,307,309,310,313,315,316,321,324,325,326,327,328,329,331,332,333,335,338,339,341,343,345,346,347,349,351,353,354,356,357,358,360,362,363,365,366,367,368,371,372,375,384,386,387,388,389,391,392,394,396,398,399
