Year Number,Cell Numbers
1,11,13,15,17,18,19,33,34,35,36,38,39,52,53,54,56,60,72,74,75,78,79,80,91,92,95,96,97,98,111,114,115,116,118,120,131,133,134,135,139,152,155,156,158,159,171,172,174,177,191,196,197,198,200,202,205,206,210,211,212,215,218,219,221,228,231,234,235,237,238,239,240,241,243,244,245,246,247,250,253,255,256,257,258,263,266,267,269,272,273,274,275,278,280,282,288,289,290,291,294,295,298,299,303,317,318,319,327,328,331,332,336,337,338,342,343,344,345,347,348,349,350,351,352,357,360,361,362,364,365,368,369,372,376,378,379,380,382,385,386,387,388,389,390,392,394,397,398,400
