Year Number,Cell Numbers
1,11,12,13,14,15,16,17,19,31,32,36,53,59,60,71,75,77,79,80,91,92,94,95,96,112,115,118,119,137,138,151,154,155,158,159,171,173,174,179,192,195,197,199,201,203,204,210,211,212,214,215,216,217,219,221,226,227,231,233,235,236,237,241,243,244,248,249,250,251,252,255,256,257,259,260,261,263,264,265,267,268,274,275,276,277,281,284,287,288,290,291,293,294,295,297,298,299,303,306,308,309,310,311,318,320,322,323,324,325,326,329,333,334,335,337,339,341,346,347,351,353,355,357,360,365,370,374,375,378,386,388,389,391,393,396,397,398
