Year Number,Cell Numbers
1,12,13,14,17,18,19,31,32,33,35,38,39,40,53,57,59,60,77,78,80,93,94,98,99,100,111,112,113,114,115,117,118,131,134,135,136,137,138,140,158,171,175,176,191,192,194,195,196,197,200,202,204,205,206,207,210,215,217,220,221,222,223,224,225,228,229,231,232,233,234,236,237,242,244,245,246,247,248,249,250,252,254,259,260,261,264,265,267,270,272,274,276,277,278,283,284,287,290,291,292,295,296,297,298,299,302,304,305,311,313,314,316,318,319,320,323,325,326,327,330,331,332,333,334,336,338,345,346,348,351,354,356,357,358,360,361,362,364,365,367,369,371,374,380,383,384,387,388,389,390,394,396,398
