1.000 1.000 1.000 1.000 1.000 0.857 0.652 0.476 0.267 0.041 0.012 -1.000 0.000 0.000 0.000 0.000 0.000 -1.000 0.000 0.000
1.000 1.000 1.000 1.000 1.000 1.000 0.852 0.624 0.421 0.077 0.028 0.014 0.004 0.001 0.000 0.000 0.000 0.000 0.000 0.000
1.000 1.000 1.000 1.000 1.000 1.000 0.991 0.812 0.473 0.098 0.047 0.028 0.014 0.006 0.002 0.001 0.000 0.000 -1.000 0.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.564 0.142 0.077 0.051 0.024 0.012 0.006 0.002 0.001 0.000 0.000 0.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.650 0.187 0.118 0.072 0.044 0.024 0.012 -1.000 0.002 0.001 0.000 0.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.673 0.190 0.152 0.103 0.065 0.039 0.021 0.011 0.006 0.002 0.001 0.000
0.895 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.723 0.200 0.170 0.136 0.082 0.060 0.039 0.020 0.010 0.005 0.001 0.001
0.670 0.850 1.000 1.000 1.000 1.000 1.000 1.000 0.890 0.288 0.181 0.152 0.122 0.072 0.054 0.030 0.019 0.008 0.004 0.001
0.407 0.582 0.774 0.972 1.000 1.000 1.000 1.000 1.000 0.363 0.242 0.161 0.127 0.106 0.068 0.047 0.026 0.015 0.008 0.004
0.066 0.139 0.274 0.537 0.801 1.000 1.000 1.000 1.000 0.515 0.300 0.217 0.154 0.118 0.101 0.065 -1.000 0.021 0.011 0.006
0.007 -1.000 0.030 0.104 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 0.345 0.282 0.192 0.136 -1.000 0.081 -1.000 0.011 0.020 0.010
0.002 0.005 0.004 0.011 0.031 0.031 0.027 0.033 0.070 0.129 0.304 0.313 -1.000 0.177 0.108 0.073 0.070 0.047 0.028 0.016
0.001 0.003 0.005 0.002 0.006 0.014 0.012 -1.000 0.107 0.112 0.253 0.240 0.286 0.190 0.154 0.097 0.068 0.065 0.044 0.026
0.001 0.002 -1.000 0.004 0.001 0.002 0.005 -1.000 -1.000 0.111 0.217 0.175 0.212 0.262 0.168 0.130 0.083 0.063 0.062 0.039
0.001 0.002 0.001 0.001 0.002 0.001 0.001 0.011 0.096 0.136 0.200 0.111 0.152 0.197 0.226 0.152 0.108 0.077 0.061 0.060
0.001 0.001 0.000 0.001 0.001 0.002 0.001 0.012 0.111 0.150 0.168 0.073 0.096 0.136 0.168 0.209 0.129 0.098 0.073 0.048
0.001 0.001 0.000 0.001 0.001 0.001 0.001 0.005 0.121 0.121 0.136 0.070 0.067 0.090 0.111 0.150 0.177 0.111 -1.000 0.070
0.001 0.001 0.001 0.000 0.000 0.000 0.001 0.002 0.061 0.090 0.121 0.079 0.057 0.061 0.096 0.104 0.129 0.153 0.096 0.072
0.000 0.001 0.001 0.000 0.000 0.000 0.000 0.001 0.016 0.051 0.084 0.090 0.073 0.052 0.068 0.084 0.095 0.108 0.131 0.084
0.000 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.005 0.019 0.053 0.073 0.079 0.070 0.050 0.057 -1.000 0.084 0.096 0.128
