ID,NonBurned,Burned,Harvested,%NonBurned,%Burned,%Harvested
4208,305,74,21,0.762,0.185,0.052
4209,305,74,21,0.762,0.185,0.052
4210,273,106,21,0.682,0.265,0.052
4211,296,83,21,0.740,0.207,0.052
4212,128,251,21,0.320,0.627,0.052
4213,289,90,21,0.723,0.225,0.052
4214,294,85,21,0.735,0.212,0.052
4215,316,63,21,0.790,0.158,0.052
4216,201,178,21,0.502,0.445,0.052
4217,284,95,21,0.710,0.237,0.052
4218,308,71,21,0.770,0.177,0.052
4219,279,100,21,0.698,0.250,0.052
4220,290,89,21,0.725,0.223,0.052
4221,298,81,21,0.745,0.203,0.052
4222,289,90,21,0.723,0.225,0.052
4223,296,83,21,0.740,0.207,0.052
4224,290,89,21,0.725,0.223,0.052
4225,289,90,21,0.723,0.225,0.052
4226,307,72,21,0.767,0.180,0.052
4227,293,86,21,0.733,0.215,0.052
4228,287,92,21,0.718,0.230,0.052
4229,298,81,21,0.745,0.203,0.052
4230,314,65,21,0.785,0.163,0.052
4231,294,85,21,0.735,0.212,0.052
4232,228,151,21,0.570,0.378,0.052
4233,228,151,21,0.570,0.378,0.052
4234,312,67,21,0.780,0.168,0.052
4235,142,237,21,0.355,0.593,0.052
4236,299,80,21,0.748,0.200,0.052
4237,294,85,21,0.735,0.212,0.052
4238,192,187,21,0.480,0.468,0.052
4239,275,104,21,0.688,0.260,0.052
4240,284,95,21,0.710,0.237,0.052
4241,305,74,21,0.762,0.185,0.052
4242,213,166,21,0.532,0.415,0.052
4243,278,101,21,0.695,0.253,0.052
4244,303,76,21,0.757,0.190,0.052
4245,309,70,21,0.772,0.175,0.052
4246,171,208,21,0.427,0.520,0.052
4247,296,83,21,0.740,0.207,0.052
4248,296,83,21,0.740,0.207,0.052
4249,285,94,21,0.713,0.235,0.052
4250,308,71,21,0.770,0.177,0.052
4251,280,99,21,0.700,0.247,0.052
4252,303,76,21,0.757,0.190,0.052
4253,292,87,21,0.730,0.217,0.052
4254,299,80,21,0.748,0.200,0.052
4255,314,65,21,0.785,0.163,0.052
4256,314,65,21,0.785,0.163,0.052
4257,298,81,21,0.745,0.203,0.052
4258,164,215,21,0.410,0.537,0.052
4259,306,73,21,0.765,0.182,0.052
4260,284,95,21,0.710,0.237,0.052
4261,300,79,21,0.750,0.198,0.052
4262,273,106,21,0.682,0.265,0.052
4263,204,175,21,0.510,0.438,0.052
4264,278,101,21,0.695,0.253,0.052
4265,314,65,21,0.785,0.163,0.052
4266,306,73,21,0.765,0.182,0.052
4267,296,83,21,0.740,0.207,0.052
4268,285,94,21,0.713,0.235,0.052
4269,292,87,21,0.730,0.217,0.052
4270,258,121,21,0.645,0.302,0.052
4271,291,88,21,0.728,0.220,0.052
4272,309,70,21,0.772,0.175,0.052
4273,306,73,21,0.765,0.182,0.052
4274,255,124,21,0.637,0.310,0.052
4275,293,86,21,0.733,0.215,0.052
4276,300,79,21,0.750,0.198,0.052
4277,309,70,21,0.772,0.175,0.052
4278,312,67,21,0.780,0.168,0.052
4279,306,73,21,0.765,0.182,0.052
4280,303,76,21,0.757,0.190,0.052
4281,211,168,21,0.527,0.420,0.052
4282,292,87,21,0.730,0.217,0.052
4283,284,95,21,0.710,0.237,0.052
4284,285,94,21,0.713,0.235,0.052
4285,289,90,21,0.723,0.225,0.052
4286,305,74,21,0.762,0.185,0.052
4287,267,112,21,0.667,0.280,0.052
4288,294,85,21,0.735,0.212,0.052
4289,278,101,21,0.695,0.253,0.052
4290,233,146,21,0.583,0.365,0.052
4291,306,73,21,0.765,0.182,0.052
4292,305,74,21,0.762,0.185,0.052
4293,312,67,21,0.780,0.168,0.052
4294,292,87,21,0.730,0.217,0.052
4295,278,101,21,0.695,0.253,0.052
4296,294,85,21,0.735,0.212,0.052
4297,312,67,21,0.780,0.168,0.052
4298,312,67,21,0.780,0.168,0.052
4299,189,190,21,0.472,0.475,0.052
4300,307,72,21,0.767,0.180,0.052
4301,292,87,21,0.730,0.217,0.052
4302,314,65,21,0.785,0.163,0.052
4303,289,90,21,0.723,0.225,0.052
4304,304,75,21,0.760,0.188,0.052
4305,72,307,21,0.180,0.767,0.052
4306,228,151,21,0.570,0.378,0.052
4307,314,65,21,0.785,0.163,0.052
4308,312,67,21,0.780,0.168,0.052
4309,296,83,21,0.740,0.207,0.052
4310,305,74,21,0.762,0.185,0.052
4311,290,89,21,0.725,0.223,0.052
4312,314,65,21,0.785,0.163,0.052
4313,305,74,21,0.762,0.185,0.052
4314,312,67,21,0.780,0.168,0.052
4315,305,74,21,0.762,0.185,0.052
4316,228,151,21,0.570,0.378,0.052
4317,298,81,21,0.745,0.203,0.052
4318,303,76,21,0.757,0.190,0.052
4319,294,85,21,0.735,0.212,0.052
4320,181,198,21,0.453,0.495,0.052
4321,304,75,21,0.760,0.188,0.052
4322,299,80,21,0.748,0.200,0.052
4323,204,175,21,0.510,0.438,0.052
4324,296,83,21,0.740,0.207,0.052
4325,300,79,21,0.750,0.198,0.052
4326,294,85,21,0.735,0.212,0.052
4327,305,74,21,0.762,0.185,0.052
4328,275,104,21,0.688,0.260,0.052
4329,309,70,21,0.772,0.175,0.052
4330,314,65,21,0.785,0.163,0.052
4331,301,78,21,0.752,0.195,0.052
4332,292,87,21,0.730,0.217,0.052
4333,298,81,21,0.745,0.203,0.052
4334,103,276,21,0.258,0.690,0.052
4335,106,273,21,0.265,0.682,0.052
4336,291,88,21,0.728,0.220,0.052
4337,294,85,21,0.735,0.212,0.052
4338,300,79,21,0.750,0.198,0.052
4339,297,82,21,0.743,0.205,0.052
4340,289,90,21,0.723,0.225,0.052
4341,113,266,21,0.282,0.665,0.052
4342,290,89,21,0.725,0.223,0.052
4343,314,65,21,0.785,0.163,0.052
4344,316,63,21,0.790,0.158,0.052
4345,307,72,21,0.767,0.180,0.052
4346,292,87,21,0.730,0.217,0.052
4347,286,93,21,0.715,0.233,0.052
4348,298,81,21,0.745,0.203,0.052
4349,262,117,21,0.655,0.292,0.052
4350,314,65,21,0.785,0.163,0.052
4351,299,80,21,0.748,0.200,0.052
4352,108,271,21,0.270,0.677,0.052
4353,273,106,21,0.682,0.265,0.052
4354,305,74,21,0.762,0.185,0.052
4355,297,82,21,0.743,0.205,0.052
4356,280,99,21,0.700,0.247,0.052
4357,294,85,21,0.735,0.212,0.052
4358,298,81,21,0.745,0.203,0.052
4359,293,86,21,0.733,0.215,0.052
4360,309,70,21,0.772,0.175,0.052
4361,307,72,21,0.767,0.180,0.052
4362,303,76,21,0.757,0.190,0.052
4363,298,81,21,0.745,0.203,0.052
4364,309,70,21,0.772,0.175,0.052
4365,296,83,21,0.740,0.207,0.052
4366,307,72,21,0.767,0.180,0.052
4367,130,249,21,0.325,0.623,0.052
4368,299,80,21,0.748,0.200,0.052
4369,201,178,21,0.502,0.445,0.052
4370,309,70,21,0.772,0.175,0.052
4371,300,79,21,0.750,0.198,0.052
4372,307,72,21,0.767,0.180,0.052
4373,314,65,21,0.785,0.163,0.052
4374,309,70,21,0.772,0.175,0.052
4375,149,230,21,0.372,0.575,0.052
4376,262,117,21,0.655,0.292,0.052
4377,307,72,21,0.767,0.180,0.052
4378,284,95,21,0.710,0.237,0.052
4379,143,236,21,0.357,0.590,0.052
4380,306,73,21,0.765,0.182,0.052
4381,311,68,21,0.777,0.170,0.052
4382,215,164,21,0.537,0.410,0.052
4383,263,116,21,0.657,0.290,0.052
4384,126,253,21,0.315,0.632,0.052
4385,314,65,21,0.785,0.163,0.052
4386,292,87,21,0.730,0.217,0.052
4387,296,83,21,0.740,0.207,0.052
4388,287,92,21,0.718,0.230,0.052
4389,201,178,21,0.502,0.445,0.052
4390,287,92,21,0.718,0.230,0.052
4391,294,85,21,0.735,0.212,0.052
4392,275,104,21,0.688,0.260,0.052
4393,307,72,21,0.767,0.180,0.052
4394,307,72,21,0.767,0.180,0.052
4395,299,80,21,0.748,0.200,0.052
4396,299,80,21,0.748,0.200,0.052
4397,311,68,21,0.777,0.170,0.052
4398,315,64,21,0.787,0.160,0.052
4399,228,151,21,0.570,0.378,0.052
4400,204,175,21,0.510,0.438,0.052
4401,307,72,21,0.767,0.180,0.052
4402,305,74,21,0.762,0.185,0.052
4403,294,85,21,0.735,0.212,0.052
4404,299,80,21,0.748,0.200,0.052
4405,283,96,21,0.708,0.240,0.052
4406,306,73,21,0.765,0.182,0.052
4407,98,281,21,0.245,0.703,0.052
4408,138,241,21,0.345,0.603,0.052
4409,315,64,21,0.787,0.160,0.052
4410,273,106,21,0.682,0.265,0.052
4411,304,75,21,0.760,0.188,0.052
4412,290,89,21,0.725,0.223,0.052
4413,279,100,21,0.698,0.250,0.052
4414,292,87,21,0.730,0.217,0.052
4415,309,70,21,0.772,0.175,0.052
4416,301,78,21,0.752,0.195,0.052
4417,281,98,21,0.703,0.245,0.052
4418,314,65,21,0.785,0.163,0.052
4419,303,76,21,0.757,0.190,0.052
4420,309,70,21,0.772,0.175,0.052
4421,290,89,21,0.725,0.223,0.052
4422,303,76,21,0.757,0.190,0.052
4423,300,79,21,0.750,0.198,0.052
4424,106,273,21,0.265,0.682,0.052
4425,292,87,21,0.730,0.217,0.052
4426,306,73,21,0.765,0.182,0.052
4427,305,74,21,0.762,0.185,0.052
4428,246,133,21,0.615,0.333,0.052
4429,307,72,21,0.767,0.180,0.052
4430,279,100,21,0.698,0.250,0.052
4431,168,211,21,0.420,0.527,0.052
4432,280,99,21,0.700,0.247,0.052
4433,294,85,21,0.735,0.212,0.052
4434,305,74,21,0.762,0.185,0.052
4435,287,92,21,0.718,0.230,0.052
4436,306,73,21,0.765,0.182,0.052
4437,313,66,21,0.782,0.165,0.052
4438,294,85,21,0.735,0.212,0.052
4439,248,131,21,0.620,0.328,0.052
4440,304,75,21,0.760,0.188,0.052
4441,138,241,21,0.345,0.603,0.052
4442,230,149,21,0.575,0.372,0.052
4443,307,72,21,0.767,0.180,0.052
4444,258,121,21,0.645,0.302,0.052
4445,285,94,21,0.713,0.235,0.052
4446,305,74,21,0.762,0.185,0.052
4447,287,92,21,0.718,0.230,0.052
4448,149,230,21,0.372,0.575,0.052
4449,298,81,21,0.745,0.203,0.052
4450,278,101,21,0.695,0.253,0.052
4451,241,138,21,0.603,0.345,0.052
4452,309,70,21,0.772,0.175,0.052
4453,305,74,21,0.762,0.185,0.052
4454,297,82,21,0.743,0.205,0.052
4455,266,113,21,0.665,0.282,0.052
4456,222,157,21,0.555,0.393,0.052
4457,296,83,21,0.740,0.207,0.052
4458,296,83,21,0.740,0.207,0.052
4459,314,65,21,0.785,0.163,0.052
4460,294,85,21,0.735,0.212,0.052
4461,138,241,21,0.345,0.603,0.052
4462,201,178,21,0.502,0.445,0.052
4463,299,80,21,0.748,0.200,0.052
4464,314,65,21,0.785,0.163,0.052
4465,305,74,21,0.762,0.185,0.052
4466,292,87,21,0.730,0.217,0.052
4467,299,80,21,0.748,0.200,0.052
4468,306,73,21,0.765,0.182,0.052
4469,301,78,21,0.752,0.195,0.052
4470,258,121,21,0.645,0.302,0.052
4471,296,83,21,0.740,0.207,0.052
4472,315,64,21,0.787,0.160,0.052
4473,313,66,21,0.782,0.165,0.052
4474,283,96,21,0.708,0.240,0.052
4475,236,143,21,0.590,0.357,0.052
4476,314,65,21,0.785,0.163,0.052
4477,284,95,21,0.710,0.237,0.052
4478,314,65,21,0.785,0.163,0.052
4479,314,65,21,0.785,0.163,0.052
4480,305,74,21,0.762,0.185,0.052
4481,314,65,21,0.785,0.163,0.052
4482,306,73,21,0.765,0.182,0.052
4483,308,71,21,0.770,0.177,0.052
4484,296,83,21,0.740,0.207,0.052
4485,248,131,21,0.620,0.328,0.052
4486,108,271,21,0.270,0.677,0.052
4487,294,85,21,0.735,0.212,0.052
4488,181,198,21,0.453,0.495,0.052
4489,292,87,21,0.730,0.217,0.052
4490,298,81,21,0.745,0.203,0.052
4491,314,65,21,0.785,0.163,0.052
4492,257,122,21,0.642,0.305,0.052
4493,192,187,21,0.480,0.468,0.052
4494,305,74,21,0.762,0.185,0.052
4495,297,82,21,0.743,0.205,0.052
4496,292,87,21,0.730,0.217,0.052
4497,299,80,21,0.748,0.200,0.052
4498,267,112,21,0.667,0.280,0.052
4499,210,169,21,0.525,0.422,0.052
4500,291,88,21,0.728,0.220,0.052
4501,308,71,21,0.770,0.177,0.052
4502,311,68,21,0.777,0.170,0.052
4503,312,67,21,0.780,0.168,0.052
4504,275,104,21,0.688,0.260,0.052
4505,247,132,21,0.618,0.330,0.052
4506,152,227,21,0.380,0.568,0.052
4507,305,74,21,0.762,0.185,0.052
4508,314,65,21,0.785,0.163,0.052
4509,280,99,21,0.700,0.247,0.052
4510,314,65,21,0.785,0.163,0.052
4511,306,73,21,0.765,0.182,0.052
4512,314,65,21,0.785,0.163,0.052
4513,306,73,21,0.765,0.182,0.052
4514,278,101,21,0.695,0.253,0.052
4515,301,78,21,0.752,0.195,0.052
4516,291,88,21,0.728,0.220,0.052
4517,301,78,21,0.752,0.195,0.052
4518,248,131,21,0.620,0.328,0.052
4519,258,121,21,0.645,0.302,0.052
4520,312,67,21,0.780,0.168,0.052
4521,217,162,21,0.542,0.405,0.052
4522,305,74,21,0.762,0.185,0.052
4523,204,175,21,0.510,0.438,0.052
4524,309,70,21,0.772,0.175,0.052
4525,314,65,21,0.785,0.163,0.052
4526,292,87,21,0.730,0.217,0.052
4527,266,113,21,0.665,0.282,0.052
4528,168,211,21,0.420,0.527,0.052
4529,314,65,21,0.785,0.163,0.052
4530,290,89,21,0.725,0.223,0.052
4531,291,88,21,0.728,0.220,0.052
4532,294,85,21,0.735,0.212,0.052
4533,285,94,21,0.713,0.235,0.052
4534,303,76,21,0.757,0.190,0.052
4535,294,85,21,0.735,0.212,0.052
4536,309,70,21,0.772,0.175,0.052
4537,265,114,21,0.662,0.285,0.052
4538,213,166,21,0.532,0.415,0.052
4539,314,65,21,0.785,0.163,0.052
4540,278,101,21,0.695,0.253,0.052
4541,305,74,21,0.762,0.185,0.052
4542,299,80,21,0.748,0.200,0.052
4543,307,72,21,0.767,0.180,0.052
4544,278,101,21,0.695,0.253,0.052
4545,258,121,21,0.645,0.302,0.052
4546,291,88,21,0.728,0.220,0.052
4547,312,67,21,0.780,0.168,0.052
4548,293,86,21,0.733,0.215,0.052
4549,316,63,21,0.790,0.158,0.052
4550,291,88,21,0.728,0.220,0.052
4551,301,78,21,0.752,0.195,0.052
4552,314,65,21,0.785,0.163,0.052
4553,294,85,21,0.735,0.212,0.052
4554,228,151,21,0.570,0.378,0.052
4555,210,169,21,0.525,0.422,0.052
4556,314,65,21,0.785,0.163,0.052
4557,315,64,21,0.787,0.160,0.052
4558,314,65,21,0.785,0.163,0.052
4559,312,67,21,0.780,0.168,0.052
4560,294,85,21,0.735,0.212,0.052
4561,306,73,21,0.765,0.182,0.052
4562,300,79,21,0.750,0.198,0.052
4563,301,78,21,0.752,0.195,0.052
4564,312,67,21,0.780,0.168,0.052
4565,292,87,21,0.730,0.217,0.052
4566,300,79,21,0.750,0.198,0.052
4567,258,121,21,0.645,0.302,0.052
4568,196,183,21,0.490,0.458,0.052
4569,298,81,21,0.745,0.203,0.052
4570,303,76,21,0.757,0.190,0.052
4571,312,67,21,0.780,0.168,0.052
4572,296,83,21,0.740,0.207,0.052
4573,306,73,21,0.765,0.182,0.052
4574,301,78,21,0.752,0.195,0.052
4575,316,63,21,0.790,0.158,0.052
4576,314,65,21,0.785,0.163,0.052
4577,300,79,21,0.750,0.198,0.052
4578,306,73,21,0.765,0.182,0.052
4579,301,78,21,0.752,0.195,0.052
4580,314,65,21,0.785,0.163,0.052
4581,305,74,21,0.762,0.185,0.052
4582,141,238,21,0.352,0.595,0.052
4583,166,213,21,0.415,0.532,0.052
4584,306,73,21,0.765,0.182,0.052
4585,314,65,21,0.785,0.163,0.052
4586,293,86,21,0.733,0.215,0.052
4587,299,80,21,0.748,0.200,0.052
4588,291,88,21,0.728,0.220,0.052
4589,306,73,21,0.765,0.182,0.052
4590,293,86,21,0.733,0.215,0.052
4591,301,78,21,0.752,0.195,0.052
4592,290,89,21,0.725,0.223,0.052
4593,86,293,21,0.215,0.733,0.052
4594,309,70,21,0.772,0.175,0.052
4595,176,203,21,0.440,0.507,0.052
4596,299,80,21,0.748,0.200,0.052
4597,309,70,21,0.772,0.175,0.052
4598,309,70,21,0.772,0.175,0.052
4599,294,85,21,0.735,0.212,0.052
4600,305,74,21,0.762,0.185,0.052
4601,300,79,21,0.750,0.198,0.052
4602,314,65,21,0.785,0.163,0.052
4603,128,251,21,0.320,0.627,0.052
4604,305,74,21,0.762,0.185,0.052
4605,314,65,21,0.785,0.163,0.052
4606,213,166,21,0.532,0.415,0.052
4607,307,72,21,0.767,0.180,0.052
4608,201,178,21,0.502,0.445,0.052
4609,296,83,21,0.740,0.207,0.052
4610,300,79,21,0.750,0.198,0.052
4611,194,185,21,0.485,0.463,0.052
4612,278,101,21,0.695,0.253,0.052
4613,153,226,21,0.383,0.565,0.052
4614,305,74,21,0.762,0.185,0.052
4615,314,65,21,0.785,0.163,0.052
4616,283,96,21,0.708,0.240,0.052
4617,298,81,21,0.745,0.203,0.052
4618,300,79,21,0.750,0.198,0.052
4619,287,92,21,0.718,0.230,0.052
4620,316,63,21,0.790,0.158,0.052
4621,302,77,21,0.755,0.193,0.052
4622,314,65,21,0.785,0.163,0.052
4623,316,63,21,0.790,0.158,0.052
4624,159,220,21,0.398,0.550,0.052
4625,290,89,21,0.725,0.223,0.052
4626,296,83,21,0.740,0.207,0.052
4627,295,84,21,0.738,0.210,0.052
4628,296,83,21,0.740,0.207,0.052
4629,294,85,21,0.735,0.212,0.052
4630,297,82,21,0.743,0.205,0.052
4631,234,145,21,0.585,0.362,0.052
4632,292,87,21,0.730,0.217,0.052
4633,316,63,21,0.790,0.158,0.052
4634,305,74,21,0.762,0.185,0.052
4635,265,114,21,0.662,0.285,0.052
4636,262,117,21,0.655,0.292,0.052
4637,312,67,21,0.780,0.168,0.052
4638,290,89,21,0.725,0.223,0.052
4639,314,65,21,0.785,0.163,0.052
4640,204,175,21,0.510,0.438,0.052
4641,314,65,21,0.785,0.163,0.052
4642,306,73,21,0.765,0.182,0.052
4643,153,226,21,0.383,0.565,0.052
4644,314,65,21,0.785,0.163,0.052
4645,314,65,21,0.785,0.163,0.052
4646,278,101,21,0.695,0.253,0.052
4647,197,182,21,0.492,0.455,0.052
4648,293,86,21,0.733,0.215,0.052
4649,312,67,21,0.780,0.168,0.052
4650,149,230,21,0.372,0.575,0.052
4651,296,83,21,0.740,0.207,0.052
4652,228,151,21,0.570,0.378,0.052
4653,241,138,21,0.603,0.345,0.052
4654,290,89,21,0.725,0.223,0.052
4655,126,253,21,0.315,0.632,0.052
4656,293,86,21,0.733,0.215,0.052
4657,248,131,21,0.620,0.328,0.052
4658,196,183,21,0.490,0.458,0.052
4659,292,87,21,0.730,0.217,0.052
4660,178,201,21,0.445,0.502,0.052
4661,300,79,21,0.750,0.198,0.052
4662,308,71,21,0.770,0.177,0.052
4663,270,109,21,0.675,0.273,0.052
4664,298,81,21,0.745,0.203,0.052
4665,287,92,21,0.718,0.230,0.052
4666,161,218,21,0.403,0.545,0.052
4667,313,66,21,0.782,0.165,0.052
4668,128,251,21,0.320,0.627,0.052
4669,294,85,21,0.735,0.212,0.052
4670,307,72,21,0.767,0.180,0.052
4671,271,108,21,0.677,0.270,0.052
4672,274,105,21,0.685,0.263,0.052
4673,298,81,21,0.745,0.203,0.052
4674,301,78,21,0.752,0.195,0.052
4675,306,73,21,0.765,0.182,0.052
4676,306,73,21,0.765,0.182,0.052
4677,222,157,21,0.555,0.393,0.052
4678,132,247,21,0.330,0.618,0.052
4679,293,86,21,0.733,0.215,0.052
4680,300,79,21,0.750,0.198,0.052
4681,269,110,21,0.672,0.275,0.052
4682,315,64,21,0.787,0.160,0.052
4683,153,226,21,0.383,0.565,0.052
4684,294,85,21,0.735,0.212,0.052
4685,297,82,21,0.743,0.205,0.052
4686,234,145,21,0.585,0.362,0.052
4687,291,88,21,0.728,0.220,0.052
4688,296,83,21,0.740,0.207,0.052
4689,298,81,21,0.745,0.203,0.052
4690,161,218,21,0.403,0.545,0.052
4691,300,79,21,0.750,0.198,0.052
4692,296,83,21,0.740,0.207,0.052
4693,287,92,21,0.718,0.230,0.052
4694,297,82,21,0.743,0.205,0.052
4695,281,98,21,0.703,0.245,0.052
4696,290,89,21,0.725,0.223,0.052
4697,280,99,21,0.700,0.247,0.052
4698,306,73,21,0.765,0.182,0.052
4699,309,70,21,0.772,0.175,0.052
4700,143,236,21,0.357,0.590,0.052
4701,108,271,21,0.270,0.677,0.052
4702,283,96,21,0.708,0.240,0.052
4703,311,68,21,0.777,0.170,0.052
4704,314,65,21,0.785,0.163,0.052
4705,306,73,21,0.765,0.182,0.052
4706,290,89,21,0.725,0.223,0.052
4707,305,74,21,0.762,0.185,0.052
4708,309,70,21,0.772,0.175,0.052
4709,297,82,21,0.743,0.205,0.052
4710,296,83,21,0.740,0.207,0.052
4711,296,83,21,0.740,0.207,0.052
4712,309,70,21,0.772,0.175,0.052
4713,292,87,21,0.730,0.217,0.052
4714,298,81,21,0.745,0.203,0.052
4715,290,89,21,0.725,0.223,0.052
4716,300,79,21,0.750,0.198,0.052
4717,299,80,21,0.748,0.200,0.052
4718,314,65,21,0.785,0.163,0.052
4719,305,74,21,0.762,0.185,0.052
4720,299,80,21,0.748,0.200,0.052
4721,312,67,21,0.780,0.168,0.052
4722,300,79,21,0.750,0.198,0.052
4723,297,82,21,0.743,0.205,0.052
4724,295,84,21,0.738,0.210,0.052
4725,314,65,21,0.785,0.163,0.052
4726,305,74,21,0.762,0.185,0.052
4727,143,236,21,0.357,0.590,0.052
4728,303,76,21,0.757,0.190,0.052
4729,298,81,21,0.745,0.203,0.052
4730,280,99,21,0.700,0.247,0.052
4731,283,96,21,0.708,0.240,0.052
4732,314,65,21,0.785,0.163,0.052
4733,297,82,21,0.743,0.205,0.052
4734,301,78,21,0.752,0.195,0.052
4735,304,75,21,0.760,0.188,0.052
4736,314,65,21,0.785,0.163,0.052
4737,294,85,21,0.735,0.212,0.052
4738,291,88,21,0.728,0.220,0.052
4739,314,65,21,0.785,0.163,0.052
4740,240,139,21,0.600,0.347,0.052
4741,309,70,21,0.772,0.175,0.052
4742,301,78,21,0.752,0.195,0.052
4743,306,73,21,0.765,0.182,0.052
4744,296,83,21,0.740,0.207,0.052
4745,292,87,21,0.730,0.217,0.052
4746,300,79,21,0.750,0.198,0.052
4747,314,65,21,0.785,0.163,0.052
4748,314,65,21,0.785,0.163,0.052
4749,273,106,21,0.682,0.265,0.052
4750,306,73,21,0.765,0.182,0.052
4751,314,65,21,0.785,0.163,0.052
4752,292,87,21,0.730,0.217,0.052
4753,309,70,21,0.772,0.175,0.052
4754,301,78,21,0.752,0.195,0.052
4755,305,74,21,0.762,0.185,0.052
4756,308,71,21,0.770,0.177,0.052
4757,281,98,21,0.703,0.245,0.052
4758,306,73,21,0.765,0.182,0.052
4759,305,74,21,0.762,0.185,0.052
4760,104,275,21,0.260,0.688,0.052
4761,296,83,21,0.740,0.207,0.052
4762,314,65,21,0.785,0.163,0.052
4763,300,79,21,0.750,0.198,0.052
4764,300,79,21,0.750,0.198,0.052
4765,312,67,21,0.780,0.168,0.052
4766,277,102,21,0.693,0.255,0.052
4767,124,255,21,0.310,0.637,0.052
4768,315,64,21,0.787,0.160,0.052
4769,292,87,21,0.730,0.217,0.052
4770,301,78,21,0.752,0.195,0.052
4771,290,89,21,0.725,0.223,0.052
4772,241,138,21,0.603,0.345,0.052
4773,130,249,21,0.325,0.623,0.052
4774,314,65,21,0.785,0.163,0.052
4775,314,65,21,0.785,0.163,0.052
4776,292,87,21,0.730,0.217,0.052
4777,298,81,21,0.745,0.203,0.052
4778,314,65,21,0.785,0.163,0.052
4779,313,66,21,0.782,0.165,0.052
4780,292,87,21,0.730,0.217,0.052
4781,287,92,21,0.718,0.230,0.052
4782,290,89,21,0.725,0.223,0.052
4783,153,226,21,0.383,0.565,0.052
4784,294,85,21,0.735,0.212,0.052
4785,315,64,21,0.787,0.160,0.052
4786,254,125,21,0.635,0.312,0.052
4787,292,87,21,0.730,0.217,0.052
4788,143,236,21,0.357,0.590,0.052
4789,314,65,21,0.785,0.163,0.052
4790,294,85,21,0.735,0.212,0.052
4791,308,71,21,0.770,0.177,0.052
4792,283,96,21,0.708,0.240,0.052
4793,296,83,21,0.740,0.207,0.052
4794,283,96,21,0.708,0.240,0.052
4795,299,80,21,0.748,0.200,0.052
4796,277,102,21,0.693,0.255,0.052
4797,310,69,21,0.775,0.172,0.052
4798,294,85,21,0.735,0.212,0.052
4799,287,92,21,0.718,0.230,0.052
4800,300,79,21,0.750,0.198,0.052
4801,309,70,21,0.772,0.175,0.052
4802,300,79,21,0.750,0.198,0.052
4803,258,121,21,0.645,0.302,0.052
4804,290,89,21,0.725,0.223,0.052
4805,296,83,21,0.740,0.207,0.052
4806,130,249,21,0.325,0.623,0.052
4807,294,85,21,0.735,0.212,0.052
4808,306,73,21,0.765,0.182,0.052
4809,288,91,21,0.720,0.228,0.052
4810,275,104,21,0.688,0.260,0.052
4811,217,162,21,0.542,0.405,0.052
4812,234,145,21,0.585,0.362,0.052
4813,301,78,21,0.752,0.195,0.052
4814,234,145,21,0.585,0.362,0.052
4815,297,82,21,0.743,0.205,0.052
4816,306,73,21,0.765,0.182,0.052
4817,305,74,21,0.762,0.185,0.052
4818,315,64,21,0.787,0.160,0.052
4819,267,112,21,0.667,0.280,0.052
4820,273,106,21,0.682,0.265,0.052
4821,290,89,21,0.725,0.223,0.052
4822,290,89,21,0.725,0.223,0.052
4823,312,67,21,0.780,0.168,0.052
4824,305,74,21,0.762,0.185,0.052
4825,305,74,21,0.762,0.185,0.052
4826,301,78,21,0.752,0.195,0.052
4827,294,85,21,0.735,0.212,0.052
4828,305,74,21,0.762,0.185,0.052
4829,277,102,21,0.693,0.255,0.052
4830,314,65,21,0.785,0.163,0.052
4831,290,89,21,0.725,0.223,0.052
4832,228,151,21,0.570,0.378,0.052
4833,182,197,21,0.455,0.492,0.052
4834,297,82,21,0.743,0.205,0.052
4835,314,65,21,0.785,0.163,0.052
4836,290,89,21,0.725,0.223,0.052
4837,314,65,21,0.785,0.163,0.052
4838,281,98,21,0.703,0.245,0.052
4839,309,70,21,0.772,0.175,0.052
4840,283,96,21,0.708,0.240,0.052
4841,298,81,21,0.745,0.203,0.052
4842,294,85,21,0.735,0.212,0.052
4843,303,76,21,0.757,0.190,0.052
4844,306,73,21,0.765,0.182,0.052
4845,278,101,21,0.695,0.253,0.052
4846,305,74,21,0.762,0.185,0.052
4847,291,88,21,0.728,0.220,0.052
4848,305,74,21,0.762,0.185,0.052
4849,222,157,21,0.555,0.393,0.052
4850,306,73,21,0.765,0.182,0.052
4851,314,65,21,0.785,0.163,0.052
4852,306,73,21,0.765,0.182,0.052
4853,306,73,21,0.765,0.182,0.052
4854,262,117,21,0.655,0.292,0.052
4855,189,190,21,0.472,0.475,0.052
4856,294,85,21,0.735,0.212,0.052
4857,314,65,21,0.785,0.163,0.052
4858,189,190,21,0.472,0.475,0.052
4859,312,67,21,0.780,0.168,0.052
4860,280,99,21,0.700,0.247,0.052
4861,296,83,21,0.740,0.207,0.052
4862,298,81,21,0.745,0.203,0.052
4863,312,67,21,0.780,0.168,0.052
4864,261,118,21,0.652,0.295,0.052
4865,298,81,21,0.745,0.203,0.052
4866,296,83,21,0.740,0.207,0.052
4867,314,65,21,0.785,0.163,0.052
4868,309,70,21,0.772,0.175,0.052
4869,315,64,21,0.787,0.160,0.052
4870,306,73,21,0.765,0.182,0.052
4871,306,73,21,0.765,0.182,0.052
