ID,NonBurned,Burned,Harvested,%NonBurned,%Burned,%Harvested
4872,301,78,21,0.752,0.195,0.052
4873,296,83,21,0.740,0.207,0.052
4874,294,85,21,0.735,0.212,0.052
4875,280,99,21,0.700,0.247,0.052
4876,309,70,21,0.772,0.175,0.052
4877,296,83,21,0.740,0.207,0.052
4878,273,106,21,0.682,0.265,0.052
4879,306,73,21,0.765,0.182,0.052
4880,300,79,21,0.750,0.198,0.052
4881,270,109,21,0.675,0.273,0.052
4882,315,64,21,0.787,0.160,0.052
4883,309,70,21,0.772,0.175,0.052
4884,257,122,21,0.642,0.305,0.052
4885,274,105,21,0.685,0.263,0.052
4886,277,102,21,0.693,0.255,0.052
4887,287,92,21,0.718,0.230,0.052
4888,309,70,21,0.772,0.175,0.052
4889,312,67,21,0.780,0.168,0.052
4890,301,78,21,0.752,0.195,0.052
4891,294,85,21,0.735,0.212,0.052
4892,277,102,21,0.693,0.255,0.052
4893,93,286,21,0.233,0.715,0.052
4894,314,65,21,0.785,0.163,0.052
4895,294,85,21,0.735,0.212,0.052
4896,103,276,21,0.258,0.690,0.052
4897,314,65,21,0.785,0.163,0.052
4898,201,178,21,0.502,0.445,0.052
4899,307,72,21,0.767,0.180,0.052
4900,315,64,21,0.787,0.160,0.052
4901,246,133,21,0.615,0.333,0.052
4902,305,74,21,0.762,0.185,0.052
4903,298,81,21,0.745,0.203,0.052
4904,297,82,21,0.743,0.205,0.052
4905,291,88,21,0.728,0.220,0.052
4906,248,131,21,0.620,0.328,0.052
4907,246,133,21,0.615,0.333,0.052
4908,306,73,21,0.765,0.182,0.052
4909,314,65,21,0.785,0.163,0.052
4910,306,73,21,0.765,0.182,0.052
4911,307,72,21,0.767,0.180,0.052
4912,313,66,21,0.782,0.165,0.052
4913,166,213,21,0.415,0.532,0.052
4914,314,65,21,0.785,0.163,0.052
4915,314,65,21,0.785,0.163,0.052
4916,298,81,21,0.745,0.203,0.052
4917,294,85,21,0.735,0.212,0.052
4918,315,64,21,0.787,0.160,0.052
4919,301,78,21,0.752,0.195,0.052
4920,292,87,21,0.730,0.217,0.052
4921,294,85,21,0.735,0.212,0.052
4922,292,87,21,0.730,0.217,0.052
4923,246,133,21,0.615,0.333,0.052
4924,266,113,21,0.665,0.282,0.052
4925,305,74,21,0.762,0.185,0.052
4926,286,93,21,0.715,0.233,0.052
4927,315,64,21,0.787,0.160,0.052
4928,290,89,21,0.725,0.223,0.052
4929,309,70,21,0.772,0.175,0.052
4930,156,223,21,0.390,0.557,0.052
4931,306,73,21,0.765,0.182,0.052
4932,292,87,21,0.730,0.217,0.052
4933,295,84,21,0.738,0.210,0.052
4934,312,67,21,0.780,0.168,0.052
4935,293,86,21,0.733,0.215,0.052
4936,298,81,21,0.745,0.203,0.052
4937,310,69,21,0.775,0.172,0.052
4938,294,85,21,0.735,0.212,0.052
4939,314,65,21,0.785,0.163,0.052
4940,297,82,21,0.743,0.205,0.052
4941,296,83,21,0.740,0.207,0.052
4942,312,67,21,0.780,0.168,0.052
4943,142,237,21,0.355,0.593,0.052
4944,312,67,21,0.780,0.168,0.052
4945,297,82,21,0.743,0.205,0.052
4946,194,185,21,0.485,0.463,0.052
4947,303,76,21,0.757,0.190,0.052
4948,284,95,21,0.710,0.237,0.052
4949,230,149,21,0.575,0.372,0.052
4950,300,79,21,0.750,0.198,0.052
4951,314,65,21,0.785,0.163,0.052
4952,271,108,21,0.677,0.270,0.052
4953,311,68,21,0.777,0.170,0.052
4954,306,73,21,0.765,0.182,0.052
4955,306,73,21,0.765,0.182,0.052
4956,301,78,21,0.752,0.195,0.052
4957,309,70,21,0.772,0.175,0.052
4958,300,79,21,0.750,0.198,0.052
4959,314,65,21,0.785,0.163,0.052
4960,294,85,21,0.735,0.212,0.052
4961,316,63,21,0.790,0.158,0.052
4962,292,87,21,0.730,0.217,0.052
4963,284,95,21,0.710,0.237,0.052
4964,296,83,21,0.740,0.207,0.052
4965,173,206,21,0.432,0.515,0.052
4966,297,82,21,0.743,0.205,0.052
4967,316,63,21,0.790,0.158,0.052
4968,292,87,21,0.730,0.217,0.052
4969,278,101,21,0.695,0.253,0.052
4970,309,70,21,0.772,0.175,0.052
4971,296,83,21,0.740,0.207,0.052
4972,296,83,21,0.740,0.207,0.052
4973,312,67,21,0.780,0.168,0.052
4974,139,240,21,0.347,0.600,0.052
4975,248,131,21,0.620,0.328,0.052
4976,303,76,21,0.757,0.190,0.052
4977,280,99,21,0.700,0.247,0.052
4978,303,76,21,0.757,0.190,0.052
4979,193,186,21,0.482,0.465,0.052
4980,309,70,21,0.772,0.175,0.052
4981,297,82,21,0.743,0.205,0.052
4982,287,92,21,0.718,0.230,0.052
4983,277,102,21,0.693,0.255,0.052
4984,300,79,21,0.750,0.198,0.052
4985,306,73,21,0.765,0.182,0.052
4986,293,86,21,0.733,0.215,0.052
4987,270,109,21,0.675,0.273,0.052
4988,281,98,21,0.703,0.245,0.052
4989,300,79,21,0.750,0.198,0.052
4990,289,90,21,0.723,0.225,0.052
4991,247,132,21,0.618,0.330,0.052
4992,227,152,21,0.568,0.380,0.052
4993,287,92,21,0.718,0.230,0.052
4994,300,79,21,0.750,0.198,0.052
4995,307,72,21,0.767,0.180,0.052
4996,273,106,21,0.682,0.265,0.052
4997,222,157,21,0.555,0.393,0.052
4998,290,89,21,0.725,0.223,0.052
4999,294,85,21,0.735,0.212,0.052
5000,309,70,21,0.772,0.175,0.052
