132,152,13,7.31605
132,151,13,10.3234
152,172,26,8.01527
132,131,30,3.31841
151,170,31,7.94001
172,192,38,8.40364
170,189,40,17.5416
172,191,43,8.64673
131,150,48,8.12652
151,150,48,2.90555
189,208,50,14.6882
189,188,52,8.47779
192,212,52,7.30954
170,169,52,4.9005
192,211,54,8.94691
132,153,56,2.51586
191,210,57,10.8329
208,227,59,17.5628
188,207,61,19.3119
169,168,61,12.9112
170,190,61,3.73197
211,230,65,14.3093
152,173,65,3.10981
212,232,66,7.81384
227,228,67,14.1097
212,231,67,10.2026
210,209,68,9.49022
188,187,68,6.86205
190,209,68,21.8812
150,149,70,5.0808
168,167,71,10.004
172,193,71,3.48288
132,133,71,1.56628
231,250,77,14.4022
149,148,78,13.6823
230,249,81,9.28085
192,213,81,3.53014
232,251,82,9.36877
228,247,82,9.62613
167,186,84,11.5505
187,206,85,8.54452
132,112,85,1.2806
148,147,87,12.0874
250,269,88,13.0158
251,270,89,20.6807
249,268,91,15.2046
207,226,95,4.22998
269,288,97,16.5503
167,166,97,3.93107
270,289,101,12.2669
153,174,102,3.14948
232,253,103,3.84628
147,146,110,4.40215
173,194,110,3.20443
253,273,113,10.4081
193,214,113,3.41792
133,154,114,3.34666
131,110,115,1.75593
289,308,116,9.44199
253,272,119,9.05425
289,309,121,5.75074
213,234,121,4.03734
132,113,122,1.36642
273,293,123,11.0042
110,129,124,16.8037
166,185,124,5.90564
133,134,127,1.973
273,292,128,10.154
293,313,131,13.4702
234,254,131,10.2807
129,128,131,14.7068
272,291,131,11.9808
146,165,132,6.87166
110,109,135,5.39751
186,205,136,2.94574
128,127,137,18.4583
313,333,138,15.3406
174,195,138,4.23353
253,274,139,4.20568
292,311,139,13.5438
109,108,139,30.9576
291,290,140,12.174
293,312,140,8.34316
292,312,140,8.74531
291,310,142,13.0201
108,107,142,37.9274
309,310,142,4.78821
146,145,144,3.09423
333,353,146,13.8399
273,294,146,4.42077
154,175,146,4.52875
194,215,147,4.0349
214,235,150,3.98591
312,332,151,9.35932
311,330,152,11.1191
293,314,152,4.94134
107,126,152,15.3262
309,328,153,4.55298
353,373,154,12.8201
112,92,156,1.49402
112,91,156,2.11346
134,155,157,4.72803
234,255,157,3.93067
107,106,157,6.97144
333,352,158,7.40068
313,334,158,5.40347
332,351,162,13.4149
165,184,162,4.72384
373,393,163,12.0696
333,354,163,5.66765
165,164,163,3.28406
353,372,164,7.93047
255,275,167,10.6873
247,267,168,1.20998
351,350,169,14.8172
195,216,170,4.43705
373,392,171,8.46478
134,135,171,2.32063
353,374,172,5.60558
113,114,172,2.03251
133,114,172,1.49048
227,246,174,1.2944
274,295,176,3.89849
145,144,177,3.05548
175,196,177,4.57882
