Year Number,Cell Numbers
1,2,3,7,8,12,13,16,18,24,27,30,31,33,34,40,41,44,46,47,48,50,57,59,60,62,65,68,69,71,72,73,75,76,77,78,79,81,84,85,86,87,88,92,95,96,97,100,101,105,106,109,111,112,113,114,117,118,121,123,126,127,129,131,132,133,134,135,137,138,140,141,142,143,146,149,150,152,153,155,157,160,164,166,167,168,170,171,172,174,177,178,179,181,182,184,189,190,191,193,194,195,196,199,200,201,203,204,205,208,210,212,214,215,217,219,222,223,225,228,230,232,234,237,241,245,246,247,248,249,251,253,255,258,263,265,269,270,271,272,275,278,282,285,286,290,291,292,293,294,295,296,298,301,302,305,306,307,310,312,315,317,321,323,324,326,327,331,332,333,335,336,337,338,340,342,343,344,347,351,353,355,357,359,360,362,363,364,365,367,369,370,372,382,383,384,385,386,388,392,394,396,398,399
