381,382,127,2.48748
381,361,134,1.07109
382,383,143,6.31443
382,362,147,5.12258
382,363,152,5.69309
363,364,174,4.66815
363,384,174,6.71347
363,343,178,3.89791
363,342,181,8.08018
342,341,213,3.19164
343,322,219,3.46581
322,321,224,24.5165
322,301,232,11.3778
322,302,240,4.8182
301,281,245,7.08579
384,385,257,1.06768
301,282,268,3.71788
322,303,270,2.62084
303,304,346,1.30716
303,284,357,1.62866
284,263,363,21.936
284,264,365,16.9395
263,262,367,31.9738
304,305,368,8.80012
264,265,369,25.9373
264,244,370,21.8028
264,245,370,30.5335
304,325,370,11.0498
265,246,372,56.982
245,226,373,68.5668
244,225,374,40.6645
305,326,374,25.7857
265,266,375,18.319
305,286,375,21.9621
264,243,375,14.2417
225,206,376,93.8538
326,327,377,36.7276
266,247,378,63.2213
244,224,378,13.3467
286,267,379,46.2725
286,287,380,21.5382
326,307,380,23.6654
326,347,381,21.1713
327,328,381,29.0008
385,366,381,1.5312
243,223,382,15.4348
287,268,384,35.7877
307,288,384,40.3929
243,222,385,15.6745
224,205,386,18.6212
223,204,386,36.3017
366,367,387,17.451
366,387,389,20.1223
223,203,389,15.6052
328,329,390,11.6764
367,368,391,33.3316
222,221,392,14.8777
222,202,393,13.1125
368,349,395,41.1141
222,201,396,12.8752
203,183,400,9.40513
281,261,405,0.651261
201,182,409,11.56
349,350,411,6.61906
201,181,412,6.61403
350,351,442,2.94361
183,164,475,1.7639
351,332,478,3.97259
351,352,479,2.72985
