0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.100 0.300 0.300 0.300 0.300 0.300 0.400 0.400 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.300 0.300 0.300 0.400 0.500 0.600 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.300 0.000 0.000 0.000 0.300 0.300 0.300 0.400 0.500 0.600 0.600 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.300 0.000 0.000 0.300 0.300 0.300 0.400 0.400 0.600 0.600 0.600 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.300 0.000 0.000 0.300 0.300 0.300 0.500 0.500 0.600 0.600 0.600 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.000 0.000 0.300 0.300 0.300 0.500 0.600 0.600 0.600 0.600 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.300 0.000 0.300 0.300 0.300 0.400 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.000 0.000 0.000 0.000 0.000 0.000 0.300 0.300 0.000 0.000 0.300 0.400 0.400 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.000 0.000 0.000 0.500 0.000 0.000 0.000 0.300 0.000 0.300 0.300 0.400 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.300 0.400 0.500 0.000 0.000 0.000 0.000 0.300 0.000 0.300 0.300 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.400 0.400 0.600 0.600 0.700 0.700 0.000 0.000 0.300 0.300 0.400 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.400 0.600 0.700 0.700 0.700 0.700 0.800 0.000 0.300 0.300 0.000 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.000 0.000 0.700 0.700 0.700 0.700 0.700 0.000 0.000 0.000 0.000 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.600 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.000 0.000 0.000 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.700 0.700 0.000 0.700 0.700 0.700 0.700 0.700 0.000 0.000 0.000 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.600 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.000 0.000 0.000 0.000 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.600 0.700 0.000 0.000 0.700 0.700 0.700 0.700 0.700 0.000 0.000 0.700 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.600 0.700 0.700 0.000 0.000 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.600 0.700 0.700 0.700 0.000 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.600 0.600 0.600 0.600 0.600 0.600 0.600 0.600
0.600 0.600 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.700 0.600 0.600 0.600 0.600 0.600 0.600
