ID,NonBurned,Burned,Harvested,%NonBurned,%Burned,%Harvested
1,162,238,0,0.405,0.595,0.000
2,319,81,0,0.797,0.203,0.000
3,128,272,0,0.320,0.680,0.000
4,400,0,0,1.000,0.000,0.000
5,111,289,0,0.278,0.723,0.000
6,173,227,0,0.432,0.568,0.000
7,400,0,0,1.000,0.000,0.000
8,399,1,0,0.998,0.003,0.000
9,169,231,0,0.422,0.578,0.000
10,110,290,0,0.275,0.725,0.000
