387,388,2,33.7706
387,368,4,33.7707
388,369,6,44.4058
388,389,6,25.2191
368,349,7,69.1249
369,350,8,75.9191
389,370,10,46.6452
389,390,11,23.8724
387,367,11,8.50798
370,351,13,52.0405
390,371,15,44.5396
390,391,15,25.0864
367,348,15,37.4901
368,348,15,9.78539
349,329,16,11.9676
371,352,18,53.9323
391,372,19,40.1021
391,392,19,28.1325
352,333,21,51.288
351,332,21,19.8802
392,393,22,36.0819
372,353,22,49.315
333,334,24,34.6302
392,373,24,30.8524
372,373,24,22.3117
393,394,25,36.1193
332,313,25,44.8897
367,347,25,7.31765
353,354,26,29.5966
333,314,26,31.9681
393,374,27,31.2575
334,315,28,40.3028
334,335,28,28.2645
394,375,29,39.5107
394,395,29,28.8988
374,355,30,50.7682
354,355,30,26.1958
347,328,30,32.9307
348,328,30,6.71325
313,294,31,26.0594
314,295,31,33.2217
375,356,32,50.9957
315,296,32,40.3718
315,316,32,26.0723
335,316,32,41.5058
387,386,32,3.03207
335,336,33,23.7181
387,366,34,4.13425
294,275,35,36.8862
295,276,35,45.6119
296,277,35,50.7682
375,376,35,18.5232
356,337,36,44.0248
316,297,36,45.8932
356,357,37,21.6558
336,317,37,42.8148
316,317,37,23.9849
337,318,39,48.4499
275,256,39,45.6499
276,257,39,41.9081
297,278,39,49.325
277,278,39,30.9265
357,338,40,48.144
317,298,40,49.2226
313,293,40,6.79791
376,377,41,19.2179
294,274,41,10.2402
277,258,41,26.4203
318,299,42,55.1714
357,358,42,21.3712
278,259,42,47.3732
366,346,42,13.035
338,319,43,53.8676
256,237,43,41.1456
298,279,43,51.7582
257,238,43,37.6684
347,327,43,5.8026
275,255,44,11.5006
358,339,45,49.1842
258,239,45,42.9392
386,385,45,8.32191
299,280,46,46.6452
259,260,46,29.9815
377,378,46,20.9325
385,384,47,66.6527
319,300,47,44.5859
237,218,47,46.2641
299,300,47,23.8724
358,359,47,22.244
327,308,47,36.2596
255,236,48,42.235
319,320,48,24.9776
259,240,48,27.4212
384,383,49,54.7615
339,340,49,25.2092
238,219,49,27.5399
378,379,50,25.6474
375,396,50,6.8933
236,217,51,48.3005
359,360,51,30.8186
274,254,51,10.904
239,220,51,26.6167
218,199,51,44.2914
379,380,53,33.8355
376,397,53,7.93404
255,235,54,10.463
346,326,54,8.6239
219,200,55,25.925
384,363,55,18.0888
385,364,55,14.5185
199,180,55,40.2202
199,200,55,27.9245
217,198,56,30.2743
236,216,58,10.8062
235,216,58,45.8809
198,179,59,47.3732
326,307,59,29.1511
377,398,59,8.09947
293,273,60,5.25899
294,273,60,4.94011
254,234,61,20.036
179,160,62,60.5789
307,288,62,83.7107
216,197,62,57.9996
235,215,62,19.3823
198,178,63,22.9309
215,196,65,55.8153
313,292,65,4.53855
178,159,66,49.2081
273,253,66,18.2078
179,159,66,17.2777
398,399,66,13.2947
326,306,66,11.4187
234,214,66,20.3752
306,287,68,84.5516
196,177,68,53.9296
178,158,68,22.3497
363,343,68,10.6356
215,195,68,19.303
159,140,69,60.8859
196,176,70,20.1031
158,139,71,52.1348
214,194,71,22.0015
287,268,71,62.1931
343,362,72,44.4782
253,233,72,17.7975
346,325,72,5.5266
176,157,73,55.3888
177,157,73,22.9309
158,138,73,20.6081
343,342,73,20.8451
399,400,73,16.3261
139,120,74,65.8825
194,175,74,51.4024
292,272,74,11.6331
195,175,74,19.1384
138,119,76,50.9614
194,174,76,21.1955
325,305,77,21.8823
175,156,77,61.2495
119,100,78,80.579
157,137,78,22.4997
138,118,78,20.7474
233,213,78,18.0963
306,286,79,8.11999
174,155,79,55.218
286,267,81,107.503
118,99,81,57.9149
155,136,82,62.9351
137,117,83,23.2112
213,193,83,22.3595
272,252,83,11.2041
118,98,84,17.4739
305,285,84,15.3625
342,361,85,12.1895
343,322,85,8.58161
174,154,85,12.1988
98,79,86,71.9448
285,266,86,78.3262
99,80,86,29.1506
155,135,86,15.6034
79,60,88,77.2267
117,97,88,23.9945
266,247,88,117.936
135,116,89,56.3713
325,304,90,8.29876
97,78,91,51.5867
193,173,91,14.1248
322,302,92,16.2744
322,303,92,21.686
285,265,92,12.5456
253,232,92,5.63454
304,284,93,40.3207
97,77,94,19.1883
154,134,94,11.3903
265,246,94,102.707
116,96,95,17.7802
303,282,95,60.2668
135,115,95,11.5462
246,227,96,125.994
284,264,96,34.3836
79,59,96,10.2491
342,341,96,4.46567
77,58,97,65.8825
282,281,98,35.6446
232,212,98,19.1106
60,40,98,10.4069
233,212,98,5.54855
58,39,99,72.0707
264,245,99,57.3536
96,76,101,19.5133
245,226,101,121.444
39,20,102,55.6613
264,244,102,18.6897
77,57,102,13.6261
212,192,103,23.1343
134,114,103,11.5325
213,192,103,5.74405
57,38,104,81.6336
244,225,104,89.8493
115,95,104,11.1638
